user_id,item_id,interaction_type,rating,timestamp,session_id
37,239,view,3.56,2025-08-28T17:16:17.608547,session_788
54,354,share,2.03,2025-09-06T22:20:17.608552,session_284
99,31,comment,2.55,2025-09-07T13:33:17.608557,session_265
33,91,comment,1.28,2025-09-01T03:58:17.608561,session_625
50,91,comment,1.43,2025-08-16T16:39:17.608566,session_788
55,111,view,4.65,2025-08-29T12:16:17.608571,session_106
4,37,view,3.29,2025-08-29T21:26:17.608581,session_796
57,9,comment,1.6,2025-08-12T03:44:17.608585,session_1
4,340,comment,2.07,2025-08-26T06:54:17.608590,session_927
50,294,view,3.06,2025-08-18T23:12:17.608595,session_490
55,206,view,3.16,2025-09-10T03:33:17.608600,session_394
88,418,comment,1.48,2025-08-16T22:28:17.608604,session_958
45,170,share,2.6,2025-08-12T12:33:17.608609,session_982
82,46,share,3.14,2025-08-25T19:43:17.608613,session_83
58,389,share,3.59,2025-09-02T06:15:17.608618,session_568
5,495,comment,3.64,2025-08-27T16:43:17.608623,session_713
49,458,view,3.52,2025-08-24T22:45:17.608627,session_499
10,453,comment,3.94,2025-09-03T22:18:17.608631,session_37
24,12,like,2.96,2025-09-07T10:21:17.608636,session_812
69,329,share,3.0,2025-08-20T20:24:17.608641,session_990
2,18,share,1.22,2025-09-08T08:24:17.608646,session_416
15,108,comment,4.76,2025-08-16T21:05:17.608654,session_153
94,296,like,4.7,2025-09-08T14:53:17.608658,session_754
18,250,view,2.88,2025-08-13T03:44:17.608663,session_47
31,359,like,1.06,2025-08-12T12:07:17.608668,session_52
39,420,view,2.82,2025-09-02T12:43:17.608674,session_856
75,32,view,1.46,2025-08-14T05:17:17.608679,session_819
78,112,view,4.22,2025-08-21T21:37:17.608683,session_346
94,347,comment,2.3,2025-08-15T02:03:17.608688,session_559
17,164,like,4.06,2025-08-14T07:21:17.608693,session_178
42,32,view,2.1,2025-08-22T09:42:17.608697,session_173
89,189,like,2.75,2025-08-14T19:28:17.608702,session_42
17,51,comment,4.11,2025-09-09T14:05:17.608706,session_901
62,41,view,1.03,2025-09-06T05:48:17.608711,session_724
83,303,share,2.66,2025-08-19T15:14:17.608715,session_709
16,105,like,3.56,2025-08-17T11:48:17.608720,session_462
52,122,like,3.44,2025-09-08T14:04:17.608725,session_611
23,367,comment,3.45,2025-09-06T07:01:17.608729,session_643
38,178,comment,1.02,2025-08-30T13:47:17.608734,session_197
15,271,view,3.48,2025-08-16T17:38:17.608738,session_520
28,237,like,2.11,2025-09-01T11:34:17.608743,session_116
19,350,comment,2.99,2025-09-03T00:39:17.608748,session_687
5,27,share,2.14,2025-08-21T12:23:17.608753,session_258
42,315,comment,1.17,2025-09-07T21:52:17.608757,session_948
68,90,like,4.14,2025-08-19T05:21:17.608762,session_528
14,36,like,3.89,2025-08-14T07:46:17.608768,session_594
41,214,like,3.99,2025-08-26T11:25:17.608772,session_236
99,56,share,1.91,2025-08-30T12:10:17.608777,session_756
52,445,like,2.5,2025-08-31T06:08:17.608782,session_76
60,299,comment,1.22,2025-08-21T11:05:17.608786,session_149
27,475,comment,1.71,2025-08-24T07:13:17.608791,session_140
58,368,like,3.53,2025-08-29T00:35:17.608795,session_208
42,65,view,3.77,2025-09-07T14:00:17.608799,session_288
17,56,comment,2.83,2025-09-02T12:10:17.608806,session_779
43,112,share,3.41,2025-08-12T06:18:17.608810,session_976
78,463,like,3.31,2025-08-16T03:24:17.608815,session_876
29,44,comment,4.43,2025-08-19T00:48:17.608820,session_883
27,302,comment,4.35,2025-08-28T14:14:17.608824,session_15
93,219,like,1.99,2025-08-21T12:51:17.608829,session_594
28,456,like,4.66,2025-09-10T01:37:17.608833,session_428
5,20,comment,3.93,2025-08-18T08:25:17.608838,session_35
54,271,comment,2.92,2025-09-05T20:07:17.608842,session_464
63,123,view,3.23,2025-09-09T17:35:17.608847,session_710
93,208,like,1.53,2025-08-27T20:05:17.608852,session_245
82,46,view,2.92,2025-08-27T10:12:17.608858,session_166
90,235,view,4.91,2025-08-20T04:36:17.608863,session_791
17,447,comment,1.74,2025-08-24T10:34:17.608869,session_642
59,360,view,4.44,2025-09-07T01:56:17.608874,session_395
88,170,view,2.19,2025-08-29T00:29:17.608879,session_715
78,277,like,4.15,2025-09-06T14:44:17.608884,session_636
42,376,view,3.06,2025-08-24T17:35:17.608889,session_910
6,56,comment,2.46,2025-08-13T02:54:17.608894,session_42
46,187,like,3.59,2025-09-07T05:58:17.608898,session_575
90,396,like,1.55,2025-08-26T01:20:17.608905,session_245
69,58,comment,3.95,2025-08-14T21:31:17.608910,session_893
89,107,like,2.28,2025-08-29T03:08:17.608915,session_516
87,216,share,1.22,2025-08-24T07:57:17.608919,session_354
57,248,view,2.88,2025-08-17T02:11:17.608924,session_695
68,460,share,2.81,2025-08-24T13:03:17.608929,session_820
86,484,view,1.75,2025-08-20T11:02:17.608933,session_90
10,200,like,2.15,2025-09-06T19:07:17.608938,session_112
21,141,view,3.79,2025-08-18T17:02:17.608943,session_155
26,266,view,2.17,2025-08-16T15:46:17.608947,session_955
16,242,share,2.68,2025-08-11T22:59:17.608952,session_22
37,96,view,1.09,2025-08-30T17:24:17.608958,session_855
66,330,share,2.65,2025-08-25T16:44:17.608965,session_672
82,402,share,2.94,2025-08-17T04:05:17.608969,session_863
70,227,comment,2.22,2025-09-04T07:02:17.608974,session_920
39,87,share,1.91,2025-08-24T08:57:17.608978,session_995
36,394,view,1.59,2025-08-28T08:32:17.608983,session_467
21,316,like,3.85,2025-08-28T07:36:17.608987,session_187
22,429,like,1.65,2025-09-04T23:27:17.608992,session_43
40,294,like,2.76,2025-08-24T11:23:17.608997,session_189
26,287,view,3.66,2025-08-25T15:35:17.609001,session_152
47,229,like,3.13,2025-09-04T18:28:17.609005,session_943
3,207,comment,4.07,2025-08-20T10:51:17.609010,session_951
40,79,view,4.88,2025-08-16T10:37:17.609014,session_1000
64,169,share,2.9,2025-08-28T02:35:17.609019,session_993
96,293,like,4.2,2025-08-21T04:16:17.609024,session_347
88,57,comment,4.6,2025-09-03T22:52:17.609029,session_695
70,59,share,1.1,2025-08-13T04:40:17.609033,session_862
28,228,share,1.37,2025-09-07T19:03:17.609038,session_623
82,99,like,4.13,2025-08-28T15:35:17.609042,session_201
2,42,comment,3.71,2025-09-06T07:43:17.609049,session_1000
65,201,like,2.96,2025-08-13T20:20:17.609053,session_620
65,483,view,4.63,2025-08-24T20:47:17.609058,session_408
18,366,comment,2.48,2025-08-24T07:56:17.609063,session_13
36,176,share,2.23,2025-08-21T00:28:17.609067,session_896
71,44,like,3.91,2025-08-21T01:57:17.609072,session_760
53,411,comment,2.15,2025-08-22T00:13:17.609076,session_747
53,71,view,1.57,2025-08-27T11:57:17.609081,session_487
67,171,view,4.73,2025-08-14T09:59:17.609086,session_775
48,45,view,2.64,2025-08-28T20:37:17.609090,session_425
22,284,comment,3.84,2025-09-04T01:36:17.609095,session_205
23,426,comment,2.16,2025-08-18T23:18:17.609100,session_44
38,427,share,2.98,2025-08-20T04:57:17.609104,session_230
3,405,view,1.62,2025-08-27T15:18:17.609109,session_979
81,427,comment,1.5,2025-08-28T04:56:17.609115,session_428
22,251,like,1.11,2025-08-28T16:22:17.609120,session_505
8,306,share,3.32,2025-08-15T13:24:17.609125,session_447
33,321,comment,4.9,2025-09-04T20:32:17.609129,session_383
65,375,view,4.38,2025-09-02T21:17:17.609134,session_596
7,74,share,2.84,2025-09-04T03:10:17.609138,session_366
20,27,share,2.44,2025-08-12T08:12:17.609147,session_934
45,24,share,2.17,2025-08-12T05:16:17.609151,session_959
9,263,like,4.07,2025-09-01T23:00:17.609156,session_784
12,306,like,3.17,2025-08-26T21:46:17.609160,session_847
87,409,share,2.09,2025-08-24T19:11:17.609165,session_99
68,296,share,4.29,2025-09-09T17:04:17.609169,session_141
66,144,share,4.12,2025-08-22T13:09:17.609174,session_349
20,52,like,1.62,2025-08-31T05:39:17.609178,session_852
24,407,view,2.67,2025-09-06T19:43:17.609184,session_120
16,472,view,2.92,2025-08-27T02:50:17.609190,session_708
46,71,comment,4.56,2025-08-14T02:22:17.609195,session_536
97,496,share,1.69,2025-08-27T10:22:17.609199,session_30
95,417,view,1.89,2025-09-03T19:40:17.609204,session_705
29,157,like,1.84,2025-09-06T17:18:17.609208,session_436
88,390,view,1.31,2025-08-19T06:13:17.609213,session_776
55,21,like,1.43,2025-08-17T22:18:17.609217,session_608
7,240,view,4.63,2025-09-08T07:53:17.609222,session_68
38,341,view,4.02,2025-09-04T15:57:17.609226,session_943
77,105,like,1.74,2025-08-25T07:11:17.609231,session_30
11,74,share,4.8,2025-08-25T11:14:17.609237,session_361
20,437,like,3.02,2025-09-07T04:31:17.609242,session_102
74,390,view,3.12,2025-09-01T13:56:17.609247,session_988
36,87,view,4.89,2025-09-05T19:22:17.609251,session_947
27,471,comment,2.47,2025-08-14T11:24:17.609256,session_190
56,344,view,1.72,2025-08-25T03:36:17.609260,session_389
54,109,like,2.63,2025-08-26T23:53:17.609278,session_127
59,56,like,2.98,2025-08-24T20:35:17.609283,session_722
36,285,view,1.33,2025-08-18T19:54:17.609288,session_119
49,145,comment,3.4,2025-08-27T02:22:17.609294,session_704
56,115,comment,2.16,2025-08-21T19:43:17.609299,session_194
8,458,comment,4.76,2025-08-24T13:49:17.609304,session_184
1,345,comment,3.69,2025-08-23T06:13:17.609308,session_449
66,337,view,1.48,2025-08-23T07:55:17.609313,session_411
88,302,view,3.97,2025-09-02T14:52:17.609317,session_67
46,499,like,2.35,2025-08-14T05:18:17.609322,session_865
51,62,like,4.35,2025-08-18T14:00:17.609327,session_286
97,365,share,4.03,2025-08-11T23:55:17.609331,session_966
51,182,comment,3.67,2025-08-22T21:24:17.609336,session_497
65,142,like,4.07,2025-09-05T09:09:17.609340,session_126
32,250,comment,1.92,2025-09-04T04:08:17.609347,session_31
12,377,view,4.32,2025-08-18T15:04:17.609351,session_695
3,497,like,2.53,2025-08-26T10:02:17.609356,session_157
38,318,view,4.04,2025-08-17T15:14:17.609360,session_786
63,405,comment,1.81,2025-08-18T15:19:17.609365,session_503
64,133,share,4.24,2025-08-16T16:45:17.609370,session_560
2,487,view,4.96,2025-09-04T21:02:17.609374,session_393
57,161,comment,2.77,2025-09-08T15:51:17.609379,session_34
22,285,share,4.54,2025-09-02T19:52:17.609383,session_504
55,68,share,3.86,2025-08-19T02:44:17.609388,session_783
14,291,comment,3.64,2025-08-16T18:00:17.609392,session_586
60,243,like,3.03,2025-08-23T11:40:17.609397,session_270
63,302,comment,3.47,2025-08-25T05:51:17.609403,session_785
36,164,view,1.11,2025-09-08T05:53:17.609408,session_132
46,178,view,4.06,2025-08-12T20:19:17.609412,session_350
48,49,comment,2.38,2025-08-25T00:49:17.609417,session_422
44,28,like,1.99,2025-08-11T19:17:17.609422,session_320
75,43,view,4.48,2025-09-05T02:08:17.609427,session_346
21,10,share,1.15,2025-08-11T08:42:17.609433,session_885
54,290,comment,2.07,2025-08-19T22:07:17.609439,session_603
2,162,comment,3.28,2025-08-26T14:59:17.609444,session_587
12,413,comment,1.4,2025-08-31T22:15:17.609449,session_345
63,257,share,1.67,2025-08-27T16:00:17.609454,session_373
55,103,comment,3.54,2025-09-06T20:53:17.609458,session_861
68,109,share,2.06,2025-08-27T18:24:17.609463,session_588
51,411,like,3.5,2025-09-06T02:43:17.609467,session_735
74,48,share,2.09,2025-08-15T12:28:17.609472,session_821
67,243,comment,1.84,2025-09-06T19:25:17.609476,session_668
38,258,share,2.73,2025-08-16T17:23:17.609481,session_321
25,212,comment,2.01,2025-08-17T20:14:17.609486,session_465
85,390,like,4.52,2025-08-12T17:23:17.609490,session_721
66,441,like,3.31,2025-08-31T14:33:17.609494,session_677
95,480,comment,2.07,2025-08-12T06:22:17.609499,session_546
78,436,comment,4.74,2025-08-12T18:34:17.609504,session_62
66,102,share,2.85,2025-08-30T08:36:17.609508,session_155
95,350,share,4.38,2025-08-22T15:03:17.609513,session_327
8,324,like,4.38,2025-08-29T03:36:17.609517,session_844
36,330,like,2.03,2025-08-13T22:27:17.609522,session_242
51,122,view,1.6,2025-09-09T00:54:17.609526,session_252
39,237,comment,3.24,2025-08-21T10:47:17.609532,session_433
82,463,view,1.81,2025-08-28T21:17:17.609537,session_140
3,132,share,3.63,2025-09-02T06:56:17.609542,session_660
5,493,comment,4.13,2025-09-07T18:44:17.609546,session_881
10,160,share,4.47,2025-08-22T18:36:17.609551,session_919
46,343,view,2.59,2025-09-03T21:38:17.609556,session_242
14,292,view,3.09,2025-08-14T21:11:17.609560,session_973
99,476,share,2.99,2025-09-06T04:35:17.609565,session_244
76,62,share,2.32,2025-08-14T16:55:17.609569,session_755
49,412,like,4.74,2025-08-31T09:02:17.609574,session_148
13,89,like,4.88,2025-08-21T07:08:17.609578,session_419
32,441,view,2.96,2025-08-24T05:53:17.609585,session_717
14,162,comment,2.9,2025-08-30T02:05:17.609589,session_987
35,450,like,2.45,2025-08-24T13:29:17.609594,session_842
39,10,view,4.37,2025-09-07T19:26:17.609599,session_708
85,122,share,3.21,2025-08-27T05:21:17.609603,session_655
89,185,view,3.14,2025-08-30T12:58:17.609608,session_879
56,198,view,4.64,2025-08-23T09:55:17.609613,session_950
32,154,view,4.75,2025-08-30T13:58:17.609617,session_305
26,440,like,4.66,2025-08-12T13:33:17.609624,session_325
98,329,comment,4.16,2025-08-28T19:50:17.609628,session_888
10,421,comment,2.88,2025-08-22T12:06:17.609633,session_949
42,367,comment,4.51,2025-09-05T17:30:17.609637,session_845
20,357,share,3.03,2025-08-25T06:50:17.609642,session_431
77,373,share,2.81,2025-09-09T01:17:17.609648,session_781
6,328,like,3.52,2025-08-12T02:54:17.609653,session_140
0,205,like,3.51,2025-08-27T00:29:17.609657,session_590
10,56,like,2.0,2025-08-11T18:05:17.609662,session_782
16,433,comment,4.17,2025-08-26T18:17:17.609667,session_463
61,447,like,2.04,2025-08-14T07:25:17.609671,session_847
41,409,share,1.79,2025-08-22T10:25:17.609676,session_377
23,201,comment,4.78,2025-08-15T08:08:17.609681,session_230
2,485,view,4.69,2025-08-11T20:21:17.609685,session_627
80,117,view,4.9,2025-09-01T06:36:17.609691,session_269
89,436,like,1.2,2025-08-13T04:08:17.609696,session_440
76,133,like,1.36,2025-08-24T13:17:17.609701,session_175
72,60,view,3.87,2025-08-21T11:51:17.609705,session_792
58,423,comment,1.47,2025-09-01T01:16:17.609710,session_196
34,147,comment,2.53,2025-08-21T16:03:17.609714,session_877
26,307,like,4.98,2025-08-28T10:05:17.609721,session_745
86,96,comment,1.72,2025-09-03T15:45:17.609725,session_30
37,499,share,1.94,2025-08-20T18:34:17.609730,session_930
31,189,comment,1.34,2025-08-19T23:01:17.609735,session_137
41,498,comment,3.75,2025-08-23T20:17:17.609741,session_726
54,376,share,1.29,2025-08-15T22:46:17.609746,session_61
6,170,like,2.88,2025-08-25T04:10:17.609750,session_621
85,495,view,1.02,2025-08-18T08:04:17.609755,session_635
48,154,comment,3.69,2025-09-04T06:43:17.609760,session_992
71,21,like,2.04,2025-08-18T08:56:17.609764,session_505
43,449,comment,1.53,2025-08-26T20:34:17.609769,session_728
67,221,like,2.04,2025-08-27T00:59:17.609773,session_46
16,255,share,3.99,2025-08-21T17:23:17.609778,session_290
33,313,share,3.07,2025-08-21T11:11:17.609783,session_915
21,161,comment,4.05,2025-09-03T09:56:17.609787,session_570
84,325,comment,1.21,2025-09-03T12:49:17.609792,session_56
29,93,view,2.88,2025-09-02T20:31:17.609797,session_723
59,223,view,4.98,2025-08-18T18:35:17.609801,session_42
56,182,comment,2.83,2025-09-05T04:17:17.609806,session_867
92,443,like,1.49,2025-09-06T00:57:17.609812,session_209
36,92,like,4.0,2025-08-28T21:12:17.609817,session_577
84,299,like,3.33,2025-09-10T02:39:17.609821,session_539
98,292,like,2.67,2025-09-06T19:14:17.609826,session_253
98,255,view,4.55,2025-09-09T02:48:17.609831,session_292
87,348,view,2.58,2025-08-14T10:21:17.609835,session_952
13,428,share,1.62,2025-09-06T14:37:17.609840,session_472
90,337,comment,2.82,2025-08-29T00:59:17.609844,session_609
84,2,share,4.88,2025-08-11T10:27:17.609849,session_638
57,166,like,1.85,2025-09-08T01:59:17.609854,session_821
82,144,share,4.19,2025-09-07T01:55:17.609858,session_561
77,195,view,2.6,2025-09-02T04:43:17.609863,session_246
98,443,comment,1.36,2025-08-31T19:43:17.609867,session_167
49,399,comment,2.14,2025-08-11T12:45:17.609872,session_158
15,152,comment,4.2,2025-08-27T04:27:17.609876,session_926
87,308,like,2.44,2025-09-05T22:11:17.609881,session_853
47,262,like,2.96,2025-08-23T15:16:17.609885,session_488
34,288,comment,1.36,2025-08-22T01:38:17.609895,session_831
47,314,like,2.74,2025-08-21T21:50:17.609902,session_96
5,262,share,4.89,2025-08-31T02:14:17.609907,session_664
87,365,like,4.72,2025-08-17T07:14:17.609913,session_645
82,268,view,2.16,2025-08-21T09:27:17.609918,session_82
61,153,like,4.94,2025-08-27T15:02:17.609922,session_862
31,267,comment,2.18,2025-09-08T03:02:17.609927,session_565
9,469,view,3.05,2025-08-18T01:23:17.609931,session_436
52,48,comment,3.64,2025-08-15T10:14:17.609936,session_833
32,181,share,3.34,2025-08-18T09:16:17.609940,session_17
14,379,comment,1.72,2025-09-02T00:08:17.609945,session_864
50,23,view,2.67,2025-08-27T18:03:17.609949,session_322
75,370,comment,4.03,2025-08-20T19:42:17.609954,session_639
33,174,like,1.84,2025-09-06T17:43:17.609958,session_765
77,132,view,2.74,2025-09-09T11:35:17.609963,session_6
50,59,view,1.69,2025-08-19T14:01:17.609968,session_472
88,207,comment,2.21,2025-08-13T05:31:17.609972,session_370
88,344,comment,4.22,2025-09-06T07:26:17.609977,session_129
17,7,like,1.45,2025-09-09T13:48:17.609982,session_713
24,439,view,1.84,2025-08-11T18:41:17.609986,session_149
83,123,comment,4.37,2025-08-16T18:53:17.609991,session_196
11,154,comment,1.59,2025-08-22T02:21:17.609995,session_23
14,85,like,3.96,2025-08-21T00:49:17.610001,session_987
62,241,view,4.44,2025-08-14T15:56:17.610006,session_249
25,150,comment,1.2,2025-09-09T22:33:17.610011,session_106
80,433,comment,4.92,2025-08-18T17:43:17.610015,session_755
74,305,share,1.15,2025-08-23T02:36:17.610020,session_498
65,302,comment,1.93,2025-09-07T12:51:17.610024,session_541
2,216,share,3.21,2025-08-29T02:36:17.610029,session_915
82,213,comment,1.47,2025-08-12T23:00:17.610033,session_962
82,177,comment,3.79,2025-09-09T08:26:17.610038,session_166
36,371,like,2.88,2025-08-21T08:37:17.610043,session_238
64,112,share,4.69,2025-08-11T09:35:17.610049,session_480
16,452,share,3.89,2025-08-23T12:46:17.610053,session_983
53,426,share,4.18,2025-09-02T22:11:17.610058,session_637
26,144,view,3.67,2025-09-04T10:09:17.610063,session_178
25,80,comment,1.4,2025-08-22T08:48:17.610067,session_966
63,155,like,1.84,2025-09-08T03:46:17.610072,session_19
45,451,share,2.43,2025-09-03T01:55:17.610076,session_179
64,16,view,2.35,2025-09-05T02:40:17.610081,session_633
29,61,like,2.95,2025-08-25T19:26:17.610086,session_804
45,393,view,4.08,2025-08-15T22:44:17.610090,session_274
19,436,view,3.83,2025-08-21T08:56:17.610097,session_819
58,492,view,4.9,2025-08-13T12:15:17.610102,session_625
13,421,view,3.03,2025-09-02T16:42:17.610108,session_646
15,445,like,4.64,2025-09-03T03:38:17.610113,session_746
37,362,comment,4.05,2025-08-18T14:47:17.610118,session_751
12,78,share,2.34,2025-09-04T00:40:17.610122,session_126
25,224,comment,4.08,2025-09-09T23:58:17.610127,session_252
60,174,share,3.02,2025-09-06T10:04:17.610131,session_273
47,366,comment,2.44,2025-08-30T03:04:17.610136,session_156
96,385,comment,4.15,2025-09-04T00:26:17.610142,session_822
54,211,comment,4.59,2025-08-17T19:23:17.610147,session_814
87,185,view,2.77,2025-09-09T20:18:17.610151,session_735
66,483,view,1.34,2025-08-26T23:18:17.610156,session_412
98,84,comment,1.25,2025-09-08T14:39:17.610161,session_677
82,77,view,4.91,2025-08-17T15:25:17.610165,session_997
37,214,comment,4.54,2025-08-16T02:28:17.610170,session_895
38,369,share,4.64,2025-09-09T22:32:17.610175,session_847
35,460,like,3.8,2025-08-20T23:48:17.610179,session_660
26,454,comment,3.79,2025-08-11T18:33:17.610184,session_415
99,101,share,1.34,2025-08-16T20:08:17.610190,session_343
49,371,like,3.08,2025-08-16T16:28:17.610195,session_291
27,47,share,3.09,2025-08-12T08:49:17.610200,session_164
2,14,share,1.97,2025-08-27T11:10:17.610206,session_744
54,258,view,3.93,2025-08-24T07:46:17.610211,session_266
80,259,share,1.5,2025-08-11T16:08:17.610216,session_964
15,229,share,3.29,2025-09-10T01:28:17.610220,session_465
43,120,like,2.4,2025-08-28T08:22:17.610225,session_683
91,293,like,3.86,2025-08-17T15:33:17.610230,session_756
31,53,share,3.07,2025-09-01T12:50:17.610235,session_843
99,184,comment,1.39,2025-08-21T22:11:17.610239,session_849
52,41,view,1.25,2025-09-04T09:06:17.610244,session_488
27,228,view,2.48,2025-08-17T08:21:17.610248,session_413
75,286,comment,4.49,2025-08-14T16:57:17.610253,session_511
81,216,comment,3.76,2025-08-19T00:27:17.610257,session_750
53,421,like,1.58,2025-09-04T12:18:17.610262,session_497
91,234,like,4.87,2025-08-17T22:37:17.610285,session_884
67,60,like,2.82,2025-09-08T19:33:17.610296,session_765
20,483,share,4.69,2025-09-04T21:26:17.610305,session_617
52,56,view,2.48,2025-08-28T02:51:17.610310,session_42
66,78,view,2.49,2025-08-24T06:09:17.610318,session_311
37,248,view,4.16,2025-09-03T19:54:17.610323,session_803
75,215,view,4.75,2025-08-27T09:50:17.610327,session_911
36,110,like,4.28,2025-08-19T01:16:17.610332,session_3
15,280,share,1.27,2025-09-08T06:21:17.610336,session_428
61,293,share,3.26,2025-08-25T22:10:17.610341,session_801
48,243,like,4.05,2025-08-18T07:49:17.610346,session_652
58,389,comment,3.67,2025-09-03T12:26:17.610350,session_888
93,166,view,4.2,2025-08-12T22:02:17.610355,session_420
49,119,comment,2.36,2025-09-08T05:07:17.610360,session_982
85,455,comment,3.94,2025-08-11T21:39:17.610364,session_91
21,362,view,3.29,2025-08-27T05:49:17.610369,session_575
82,63,view,1.77,2025-08-13T03:22:17.610373,session_555
73,387,view,4.83,2025-08-17T13:16:17.610378,session_194
96,243,view,1.48,2025-08-17T02:14:17.610382,session_185
2,140,like,1.98,2025-08-14T22:08:17.610389,session_455
10,413,share,2.61,2025-09-08T06:01:17.610394,session_504
2,174,comment,1.72,2025-09-09T04:53:17.610399,session_881
67,162,comment,2.03,2025-09-05T01:56:17.610403,session_102
69,86,share,1.58,2025-08-29T16:01:17.610410,session_787
11,78,share,4.81,2025-09-02T14:21:17.610414,session_61
78,492,share,1.73,2025-09-07T15:16:17.610420,session_306
49,50,share,1.57,2025-08-26T13:02:17.610425,session_265
48,482,view,1.21,2025-08-30T09:26:17.610430,session_771
76,300,like,2.97,2025-08-18T08:12:17.610434,session_395
14,137,view,2.27,2025-08-16T03:00:17.610439,session_417
8,247,view,2.63,2025-08-30T15:51:17.610443,session_936
2,137,view,1.99,2025-08-16T01:16:17.610448,session_668
16,155,comment,2.78,2025-08-12T08:42:17.610453,session_513
26,400,like,2.49,2025-09-02T15:27:17.610457,session_801
31,275,comment,4.85,2025-08-16T00:47:17.610462,session_463
5,0,comment,4.84,2025-08-13T01:09:17.610467,session_297
83,497,like,1.0,2025-08-19T08:29:17.610471,session_280
76,128,comment,5.0,2025-08-12T12:37:17.610476,session_218
74,430,share,1.18,2025-08-16T23:47:17.610480,session_577
8,153,view,2.58,2025-09-04T16:50:17.610485,session_851
17,371,share,4.51,2025-08-31T16:51:17.610490,session_626
64,490,share,4.54,2025-08-25T16:55:17.610495,session_651
33,385,comment,2.09,2025-08-26T15:51:17.610500,session_350
26,235,share,1.06,2025-09-04T05:06:17.610506,session_662
0,311,comment,1.02,2025-09-09T20:42:17.610511,session_689
22,211,comment,4.05,2025-08-16T19:23:17.610515,session_84
83,333,view,3.15,2025-08-21T00:54:17.610520,session_689
15,180,comment,4.31,2025-08-25T00:10:17.610525,session_397
22,429,view,1.5,2025-08-24T10:30:17.610530,session_959
24,227,view,1.89,2025-09-09T09:33:17.610534,session_777
35,348,share,1.77,2025-08-13T09:07:17.610541,session_641
38,413,like,1.94,2025-08-18T19:47:17.610545,session_991
46,18,share,2.97,2025-08-13T17:13:17.610550,session_215
0,100,comment,1.44,2025-08-28T16:13:17.610555,session_583
64,252,like,3.21,2025-08-15T13:15:17.610559,session_689
87,308,like,1.26,2025-09-04T11:05:17.610564,session_764
8,65,share,4.73,2025-08-30T22:10:17.610568,session_903
66,373,share,1.77,2025-09-09T05:54:17.610576,session_994
88,347,share,3.72,2025-08-20T15:21:17.610581,session_3
54,328,view,4.42,2025-08-26T14:21:17.610586,session_443
52,140,view,3.72,2025-08-20T01:31:17.610590,session_508
46,264,view,4.54,2025-08-31T01:54:17.610595,session_49
35,470,comment,3.13,2025-08-26T21:44:17.610602,session_6
50,99,share,1.33,2025-08-15T06:35:17.610606,session_828
3,377,like,4.91,2025-08-22T00:14:17.610611,session_981
9,469,like,1.79,2025-08-26T07:33:17.610615,session_319
8,320,view,1.11,2025-08-21T15:21:17.610620,session_828
3,303,share,4.36,2025-08-30T01:12:17.610624,session_111
60,122,share,4.33,2025-08-26T02:47:17.610629,session_533
30,483,view,4.1,2025-08-13T02:26:17.610634,session_450
97,48,comment,3.32,2025-09-06T09:44:17.610638,session_998
7,469,view,2.51,2025-09-07T08:08:17.610643,session_802
16,31,comment,1.22,2025-08-13T12:04:17.610648,session_642
55,33,view,3.71,2025-08-15T20:18:17.610652,session_54
37,435,comment,2.61,2025-08-13T04:54:17.610657,session_771
52,119,view,2.81,2025-08-20T04:07:17.610661,session_815
54,450,view,2.36,2025-09-09T02:47:17.610667,session_465
66,168,like,1.43,2025-09-09T17:44:17.610672,session_610
91,34,like,4.62,2025-09-04T13:33:17.610677,session_653
65,131,share,2.68,2025-08-13T01:01:17.610681,session_456
23,124,like,4.19,2025-09-07T13:05:17.610686,session_131
39,299,comment,3.05,2025-08-11T15:19:17.610690,session_773
45,159,like,1.59,2025-08-27T06:00:17.610699,session_618
43,149,share,4.88,2025-08-17T17:43:17.610703,session_601
84,347,like,1.23,2025-08-18T05:16:17.610708,session_839
71,439,view,2.69,2025-09-01T09:43:17.610712,session_1000
25,327,like,4.14,2025-08-25T18:06:17.610717,session_194
85,243,comment,3.4,2025-08-26T05:28:17.610721,session_873
74,289,share,3.46,2025-08-22T05:50:17.610726,session_337
20,53,comment,4.5,2025-09-08T09:04:17.610731,session_508
28,471,view,3.56,2025-08-30T19:38:17.610735,session_478
79,109,like,2.92,2025-08-26T05:03:17.610740,session_827
94,192,like,2.6,2025-09-09T23:49:17.610745,session_372
1,37,share,1.12,2025-09-05T01:20:17.610750,session_146
37,225,like,3.53,2025-08-24T22:02:17.610754,session_45
3,101,like,2.14,2025-08-31T08:01:17.610759,session_907
33,368,like,2.36,2025-08-16T01:29:17.610764,session_252
22,100,view,1.7,2025-08-29T09:13:17.610768,session_933
12,10,like,2.52,2025-09-05T05:57:17.610773,session_347
26,156,comment,1.96,2025-08-24T08:27:17.610777,session_677
21,481,comment,4.51,2025-09-07T07:45:17.610782,session_122
18,451,like,4.18,2025-09-01T13:47:17.610789,session_546
48,355,share,2.27,2025-08-21T17:59:17.610793,session_652
31,471,view,4.05,2025-08-14T13:39:17.610798,session_194
68,150,like,2.31,2025-09-07T20:59:17.610802,session_645
35,446,like,4.41,2025-08-14T17:11:17.610807,session_908
62,107,view,4.14,2025-08-13T07:32:17.610812,session_67
21,260,comment,4.01,2025-08-11T22:34:17.610816,session_770
